No;Kode Part;Desc Part;Gudang Part;Lokasi Part;ONHAND;BOOKING;AVS
1475;64350K59A70ZF;CVR R UNDER SIDE(MA CR SI);GUDANG UTAMA BAHAGIA MOTOR;B4.04.2.1;0;0;0
1476;64360K59A70ZD;CVR L UNDER SIDE(MA SO RD);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1477;64360K60B60ZB;COVER, L UNDER SIDE;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1478;64370KPH700FMV;64370KTM850FMV;GUDANG UTAMA BAHAGIA MOTOR;C1.01.1.1;3;0;3
1479;64375KWC900AFB;COWL R MID(AF BK MT);GUDANG UTAMA BAHAGIA MOTOR;B2.02.5.1;1;0;1
1480;64385KWC900AFB;COWL L MID(AF BK MT);GUDANG UTAMA BAHAGIA MOTOR;B2.02.5.1;1;0;1
1481;64400K41N00ZA;COVER R FR(WN RD);GUDANG UTAMA BAHAGIA MOTOR;B1.03.5.1;3;0;3
1482;64400KTL690FMH;COVER R M/P(SLV);GUDANG UTAMA BAHAGIA MOTOR;B2.06.1.1;1;0;1
1483;64400KWWA40;COVER R M/P SD;GUDANG UTAMA BAHAGIA MOTOR;B2.06.1.1;2;0;2
1484;64400KYZ900ZD;COVER R M/P SD(VO SL MT);GUDANG UTAMA BAHAGIA MOTOR;B1.03.5.1;1;0;1
1485;64401KZL930ZD;COVER L.FR.SD(BLK);GUDANG UTAMA BAHAGIA MOTOR;B1.03.4.1;2;0;2
1486;6440AKWWA60;COVER R M/P SD ASSY;GUDANG UTAMA BAHAGIA MOTOR;C2.04.1.1;2;0;2
1487;64410K03N30ZC;COVER R BODY(BLK);GUDANG UTAMA BAHAGIA MOTOR;B1.03.5.1;2;0;2
1488;64410KPH700FMB;64410KTM850FMB;GUDANG UTAMA BAHAGIA MOTOR;B1.03.5.1;2;0;2
1489;64410KYZ900ZB;COVER R BODY(BLK);GUDANG UTAMA BAHAGIA MOTOR;B1.03.5.1;1;0;1
1490;64420K03N30ZC;COVER L BODY(BLK);GUDANG UTAMA BAHAGIA MOTOR;B1.03.4.1;2;0;2
1491;64420K59A70ZD;GARNISH,L FR;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1492;64421K0JN00ZB;CVR,R UNDR SIDE (VA RD);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1493;64421K16900CSR;COVER UNDER R SD(CN SC RD);GUDANG UTAMA BAHAGIA MOTOR;C1.01.1.1;1;0;1
1494;64421K16900WRD;COVER UNDER R SD (WN RD);GUDANG UTAMA BAHAGIA MOTOR;C1.01.1.1;2;0;2
1495;64421K2FN00YB;CVR, UNDER R SIDE (VA RD);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1496;64421K2FN00ZK;COVER UNDR R SID(MA JB MT);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1497;64421K2FN00ZM;COVER UNDR R SID(MT SO RED);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1498;64421K2FN00ZP;COVER, UNDER R SIDE (BLK);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1499;64421K93N00ZG;COVER UNDER R SID (WN RD);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1500;64421K93N00ZH;COVER UNDER R SID (RO WH);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1501;64421K93N00ZN;CVR, R UNDER SID(MA JS BR);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1502;64421K93N00ZQ;CVR, R UNDER SID(PL FD WH);GUDANG UTAMA BAHAGIA MOTOR;B4.06.4.2;1;0;1
1503;64430K59A70ZC;GARNISH L,INNER;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1504;64430KEV900FMP;SHIELD R LEG (SH PRL BL);GUDANG UTAMA BAHAGIA MOTOR;B1.03.5.1;1;0;1
1505;64430KVLN00;COVER R FR LEG SHIELD;GUDANG UTAMA BAHAGIA MOTOR;B2.02.3.1;1;0;1
1506;64430KWC900AFB;CWL R RR SD(AF BK MT);GUDANG UTAMA BAHAGIA MOTOR;B1.03.5.1;2;0;2
1507;64430KYT900PEB;MOLDING L(PR EP BR);GUDANG UTAMA BAHAGIA MOTOR;C1.01.1.1;1;0;1
1508;64431K0JN00ZB;CVR,L UNDR SIDE (VA RD);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1509;64431K0JN00ZC;CVR,L UNDR SIDE (MT GN BL);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1510;64431K16900CSR;COVER UNDER L SD(CN SC RD);GUDANG UTAMA BAHAGIA MOTOR;C1.01.1.1;2;0;2
1511;64431K16900WRD;COVER UNDER L SD (WN RD);GUDANG UTAMA BAHAGIA MOTOR;C1.01.1.1;1;0;1
1512;64431K1ZJ10ZS;COVER,R FLOOR SIDE (MT SO RED);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1513;64431K2FN00YD;CVR, UNDER L SIDE (VA RD);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1514;64431K2FN00ZJ;COVER UNDR L SID(MA JB MT);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1515;64431K93N00ZN;CVR, L UNDER SID(MA JS BR);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1516;64431K97T00ZS;COVER R FLOOR (AS BL ME);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1517;64432K1ZJ10ZK;COVER,L FLOOR SIDE (MT DI GR);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1518;64432K97T00YY;COVER,L FLOOR SIDE (MT GN BL);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1519;64432K97T00ZS;CVR L FLOOR SIDE(AS BL ME);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1520;64440KPH880FMT;SHIELD L LEG TPBL(Y);GUDANG UTAMA BAHAGIA MOTOR;B1.03.5.1;1;0;1
1521;64440KTL690FMB;SHIELD L LEG(BLK);GUDANG UTAMA BAHAGIA MOTOR;B1.03.5.1;1;0;1
1522;64440KTL690FMR;SHIELD L LEG(PB ORG);GUDANG UTAMA BAHAGIA MOTOR;B1.03.4.1;1;0;1
1523;64440KVLN00;COVER L FR LEG SHIELD;GUDANG UTAMA BAHAGIA MOTOR;B2.02.3.1;1;0;1
1524;64441K45N40ZA;COWL,L UNDER (RO WH);GUDANG UTAMA BAHAGIA MOTOR;C1.01.1.1;1;0;1
1525;64450K41N00ZA;COVER L FR(WN RD);GUDANG UTAMA BAHAGIA MOTOR;B1.03.4.1;1;0;1
1526;64450K84A00;SKID PLATE;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;0;0;0
1527;64450KTL690FMB;COVER L M/P(BLK);GUDANG UTAMA BAHAGIA MOTOR;B1.03.5.1;5;0;5
1528;64450KTL690FMH;COVER L M/P(SLV);GUDANG UTAMA BAHAGIA MOTOR;B1.03.5.1;2;0;2
1529;64450KWWA00FMB;COVER L M/P SD(BK);GUDANG UTAMA BAHAGIA MOTOR;B2.06.3.1;1;0;1
1530;64450KYZ900ZD;COVER L M/P SD(VO SL MT);GUDANG UTAMA BAHAGIA MOTOR;B1.03.5.1;1;0;1
1531;64455KPH700ZA;LOUVER L(BLK);GUDANG UTAMA BAHAGIA MOTOR;B2.02.5.1;3;0;3
1532;6445AKWWA60;COVER L M/P SD ASSY;GUDANG UTAMA BAHAGIA MOTOR;C2.04.1.1;1;0;1
1533;64460K1AN00ZA;LID, BATTERY (BLACK);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1534;64460K25600;LID,BATTERY;GUDANG UTAMA BAHAGIA MOTOR;A2.03.1.2;15;0;15
1535;64460K25900ZA;LID BATTERY;GUDANG UTAMA BAHAGIA MOTOR;A2.03.1.2;5;0;5
1536;64460K2FN00ZC;LID,BATTERY (BLK);GUDANG UTAMA BAHAGIA MOTOR;A3.01.2.3;1;0;1
1537;64460K46N20ZA;LID,BATTERY;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1538;64460K81N00ZA;LID BATTERY;GUDANG UTAMA BAHAGIA MOTOR;A3.03.6.4;1;0;1
1539;64460K93N00ZB;LID BATTERY (CA BR);GUDANG UTAMA BAHAGIA MOTOR;A3.01.2.4;1;0;1
1540;64470K03N30ZF;COVER R FR LWR(BLK);GUDANG UTAMA BAHAGIA MOTOR;A3.03.7.4;1;0;1
1541;64470KWWA60;COVER R FR LWR;GUDANG UTAMA BAHAGIA MOTOR;B4.06.3.1;3;0;3
1542;64475KWWA60;COVER L FR LWR;GUDANG UTAMA BAHAGIA MOTOR;A2.03.1.3;1;0;1
1543;64480KWWA00;COVER R BODY RR;GUDANG UTAMA BAHAGIA MOTOR;B2.03.5.1;1;0;1
1544;64490KWC900;GARNISH L SD;GUDANG UTAMA BAHAGIA MOTOR;A2.01.3.2;1;0;1
1545;64490KWWA00;COVER L BODY RR;GUDANG UTAMA BAHAGIA MOTOR;B2.06.1.1;1;0;1
1546;64500K03N30ZD;COVER FR TOP(BLK);GUDANG UTAMA BAHAGIA MOTOR;C2.01.1.1;1;0;1
1547;64500KEV900FMB;COVER FR TOP(BLK);GUDANG UTAMA BAHAGIA MOTOR;B2.02.4.1;14;0;14
1548;64500KPH880FMB;COVER FR TOP(BLK);GUDANG UTAMA BAHAGIA MOTOR;B2.02.4.1;1;0;1
1549;64500KRS690FMP;COVER FR TOP (SHPRL BL);GUDANG UTAMA BAHAGIA MOTOR;B2.02.4.1;3;0;3
1550;64500KTM850FMB;COVER FR TOP(BLK);GUDANG UTAMA BAHAGIA MOTOR;B2.02.4.1;3;0;3
1551;64500KTM850FMT;COVER FR TOP(TP BLUE);GUDANG UTAMA BAHAGIA MOTOR;B2.02.4.1;3;0;3
1552;64500KVR600DSM;COVER FR TOP(DG SL MT-A);GUDANG UTAMA BAHAGIA MOTOR;B2.06.4.1;2;0;2
1553;64500KVR600FMX;COVER FR TOP(PL FD WH-A);GUDANG UTAMA BAHAGIA MOTOR;B2.06.4.1;1;0;1
1554;64500KVR600PFY;COVER FR TOP(PL FL YL-A);GUDANG UTAMA BAHAGIA MOTOR;B2.06.4.1;2;0;2
1555;64500KVR600VSM;COVER FR TOP VO SL MT-A;GUDANG UTAMA BAHAGIA MOTOR;B2.06.4.1;1;0;1
1556;64501K1ZJ10ZP;COVER,R FR SIDE (MT SO RED);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1557;64501K46N00MAG;COVER R FR(MA AX GY);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1558;64501K46N00PFW;COVER R FR(PL FD WH);GUDANG UTAMA BAHAGIA MOTOR;B2.02.5.1;1;0;1
1559;64501K59A10AFB;COVER R FR (AF BK MT);GUDANG UTAMA BAHAGIA MOTOR;B2.02.2.1;2;0;2
1560;64501K59A10MGB;COVER R FR (MT GN BL);GUDANG UTAMA BAHAGIA MOTOR;B2.06.3.1;1;0;1
1561;64501K59A10WRD;COVER R FR (WN RD);GUDANG UTAMA BAHAGIA MOTOR;B2.02.2.1;0;0;0
1562;64501K59A70ZC;COVER,R FR (MT GN BL);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1563;64501K59A70ZR;COVER,R FR(AF BL ME);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1564;64501K59A70ZS;COVER,R FR (MA CR SI);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1565;64502K0WN01ZC;COVER,L FR SIDE (WN RD);GUDANG UTAMA BAHAGIA MOTOR;A3.01.1.4;0;0;0
1566;64502K96V00ZU;CVR L FR SIDE (PL FD WH);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1567;64510K46N00;GARNISH FR;GUDANG UTAMA BAHAGIA MOTOR;B2.06.5.1;2;0;2
1568;6451BK56N10;COVER, R. M/P ASSY;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1569;64520KVY900;COVER FR LOWER;GUDANG UTAMA BAHAGIA MOTOR;B1.03.2.1;1;0;1
1570;64521K97T00;COVER,FR LOWER;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1571;64560K03N30ZA;64560K03N30ZB;GUDANG UTAMA BAHAGIA MOTOR;B4.06.1.1;1;0;1
1572;64565K03N30ZA;64565K03N30ZB;GUDANG UTAMA BAHAGIA MOTOR;B4.06.1.1;1;0;1
1573;64601K46N00FMB;COVER L FR(BLK);GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;0;0;0
1574;64601K46N00MAG;COVER L FR(MA AX GY);GUDANG UTAMA BAHAGIA MOTOR;B4.01.1.1;0;0;0
1575;64601K46N00MAG;COVER L FR(MA AX GY);SHOWROOM BAHAGIA MOTOR;B4.1.1.1;0;0;0
1576;64601K46N00PFW;COVER L FR(PL FD WH);GUDANG UTAMA BAHAGIA MOTOR;B2.02.3.1;1;0;1
1577;64601K59A10AFB;COVER L FR (AF BK MT);GUDANG UTAMA BAHAGIA MOTOR;B2.06.3.1;1;0;1
1578;64601K59A10CSR;COVER L FR (CN SC RD);GUDANG UTAMA BAHAGIA MOTOR;B2.02.2.1;4;0;4
1579;64601K59A10MGB;COVER L FR (MT GN BL);GUDANG UTAMA BAHAGIA MOTOR;B2.06.3.1;0;0;0
1580;64601K59A10PFW;COVER L FR (PL FD WH);GUDANG UTAMA BAHAGIA MOTOR;B2.02.2.1;1;0;1
1581;64601K59A70ZC;COVER,L FR (MT GN BL);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1582;64601K59A70ZR;COVER,L FR(AF BL ME);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1583;64601K59A70ZS;COVER,L FR (MA CR SI);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1584;64610K56N10MGB;COVER R SIDE (MT GN BL);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1585;65300K81000;DOUBLE STEP FLOOR;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;3;0;3
1586;72147K93N02;TRANSMITTER ASSY;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1587;77160020500;EXTENSION WITH BAR;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1588;77200K93N00ZB;SEAT COMP DOUBLE TYP 1;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;0;0;0
1589;77230K25900;CATCH COMP., SEAT;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.4;0;0;0
1590;77230KTL740;SEAT LOCK COMP;GUDANG UTAMA BAHAGIA MOTOR;A2.03.2.3;1;0;1
1591;77240K0JN01;CABLE COMP,SEAT LOCK;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1592;77240KVB900;SEAT LOCK CABLE;GUDANG UTAMA BAHAGIA MOTOR;A3.03.3.1;12;0;12
1593;772A0K0JA0BLK;SEAT COVER BLACK GENIO;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;0;0;0
1594;772A0K0JA0BRW;SEAT COVER BROWN GENIO;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;1;0;1
1595;772A0K1AA00;SEAT COVER ALL BEAT;GUDANG UTAMA BAHAGIA MOTOR;D4.1.1.1;0;0;0
1596;772A0K1ZG00;SEAT COVER NEW PCX21;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;1;0;1
1597;772A0K2FABLBR;SEAT CVR BLK BRWN SCOOPY20;GUDANG UTAMA BAHAGIA MOTOR;D4.1.1.1;1;0;1
1598;772A0K2FABLGR;SEAT CVR BLK GRY SCOOPY20;GUDANG UTAMA BAHAGIA MOTOR;D4.1.1.1;2;0;2
1599;772A0K93ABLKSP;SEAT COVER BLK SP;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;1;0;1
1600;772A0K93AWHISP;SEAT COVER WHI SP;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;2;0;2
1601;80100K59A10;FENDER REAR;GUDANG UTAMA BAHAGIA MOTOR;B4.04.2.1;4;0;4
1602;80100KCJ690;FENDER RR;GUDANG UTAMA BAHAGIA MOTOR;B1.01.5.1;2;0;2
1603;80100KEV880;FENDER RR;GUDANG UTAMA BAHAGIA MOTOR;B2.02.1.1;2;0;2
1604;80101K59A70;FENDER B, REAR;GUDANG UTAMA BAHAGIA MOTOR;B1.01.1.1;2;0;2
1605;80102KVY960;COVER RR CUSH;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;1;0;1
1606;80103K59A70ZB;COVER, REAR FENDER UPPER;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1607;80104K0JN00;GUARD,SPLASH;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1608;80105K0JN00ZB;FENDER,RR (BLK);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1609;80105K1AN00ZA;SET ILLUS,LICENCE LIGHT COVER, TYPE 1;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1610;80105K2FN00;FENDER, RR;GUDANG UTAMA BAHAGIA MOTOR;B1.01.4.1;0;0;0
1611;80105K59A70;FENDER A,REAR;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1612;80105K93N00;FENDER RR;GUDANG UTAMA BAHAGIA MOTOR;B1.01.3.1;1;0;1
1613;80106KZR600;FENDER RR INNER ASSY;GUDANG UTAMA BAHAGIA MOTOR;B2.06.1.1;1;0;1
1614;8010AK03N30ZA;FENDER RR ASSY;GUDANG UTAMA BAHAGIA MOTOR;B4.06.1.1;0;0;0
1615;8010AK16A00;FENDER RR ASSY;GUDANG UTAMA BAHAGIA MOTOR;B1.01.3.1;1;0;1
1616;8010AK16A40;FENDER, RR ASSY;GUDANG UTAMA BAHAGIA MOTOR;B4.04.2.1;1;0;1
1617;8010AK41N00ZA;FENDER RR ASSY;GUDANG UTAMA BAHAGIA MOTOR;B1.01.5.1;0;0;0
1618;8010AK59A10;FENDER, REAR ASSY;GUDANG UTAMA BAHAGIA MOTOR;B1.03.2.1;0;0;0
1619;8010AKZR600;FENDER RR ASSY;GUDANG UTAMA BAHAGIA MOTOR;B1.03.3.1;2;0;2
1620;8010BK25600;FENDER,RR ASSY;GUDANG UTAMA BAHAGIA MOTOR;B1.01.3.1;1;0;1
1621;8010BK25900ZA;FENDER RR ASSY;GUDANG UTAMA BAHAGIA MOTOR;B1.03.1.3;0;0;0
1622;8010BK46N00ZA;FENDER RR ASSY;GUDANG UTAMA BAHAGIA MOTOR;B1.01.1.3;2;0;2
1623;8010BK61900;FENDER,RR ASSY;GUDANG UTAMA BAHAGIA MOTOR;B1.03.3.1;6;0;6
1624;8010BKZLA00;FENDER A RR;GUDANG UTAMA BAHAGIA MOTOR;B2.02..1.1;1;0;1
1625;8010CK81N00;FENDER,RR ASSY;GUDANG UTAMA BAHAGIA MOTOR;B1.01.3.1;2;0;2
1626;80110K16900;COVER, BATTERY;GUDANG UTAMA BAHAGIA MOTOR;B2.02.3.1;2;0;2
1627;80110K1AN00ZA;FENDER,REAR (BLACK);GUDANG UTAMA BAHAGIA MOTOR;A2.02.2.2;2;0;2
1628;80110K56N10;FENDER, RR. LOWER;GUDANG UTAMA BAHAGIA MOTOR;B4.06.1.1;2;0;2
1629;80110KVB930;FENDER REAR;GUDANG UTAMA BAHAGIA MOTOR;B1.01.2.1;3;0;3
1630;80110KVY960;SET ILLUST RR FENDER;GUDANG UTAMA BAHAGIA MOTOR;B1.03.1.2;0;0;0
1631;80115K0JN00ZB;BASE,LICENCE LIGHT (BLK);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;1;0;1
1632;80115KZR600ZB;BASE , LICENSE LIGHT(WL);GUDANG UTAMA BAHAGIA MOTOR;A2.03.1.3;3;0;3
1633;8013AK45N40;FENDER A, RR. LOWER ASSY;GUDANG UTAMA BAHAGIA MOTOR;B4.06.3.2;1;0;1
1634;80151K16900YH;COVER CENTER(RO WH);GUDANG UTAMA BAHAGIA MOTOR;B2.06.4.1;1;0;1
1635;80151K25900ZA;COVER CENTER;GUDANG UTAMA BAHAGIA MOTOR;B2.06.4.1;0;0;0
1636;80151K2FN00ZJ;COVER,CENTER (VI BE);GUDANG UTAMA BAHAGIA MOTOR;A3.01.1.4;0;0;0
1637;80151K2FN00ZK;COVER,CENTER (VA RD);GUDANG UTAMA BAHAGIA MOTOR;B4.04.2.1;0;0;0
1638;80151K2FN00ZL;COVER,CENTER (MT GN BL);GUDANG UTAMA BAHAGIA MOTOR;B4.04.2.1;1;0;1
1639;80151K2FN00ZM;COVER,CENTER (MA SD SL);GUDANG UTAMA BAHAGIA MOTOR;B4.04.2.1;1;0;1
1640;80151K2FN00ZN;COVER,CENTER (PL BL ME);GUDANG UTAMA BAHAGIA MOTOR;B4.04.2.1;1;0;1
1641;80151K46N00ZA;COVER CTR;GUDANG UTAMA BAHAGIA MOTOR;B2.06.4.1;0;0;0
1642;80151K61900ZA;COVER,CENTER;GUDANG UTAMA BAHAGIA MOTOR;B2.06.4.1;0;0;0
1643;80151K81N00ZA;COVER CENTER;GUDANG UTAMA BAHAGIA MOTOR;C2.04.1.1;3;0;3
1644;80151KVBN50;COVER CENTER;GUDANG UTAMA BAHAGIA MOTOR;B2.06.4.1;1;0;1
1645;80151KVY900;COVER CENTER;GUDANG UTAMA BAHAGIA MOTOR;B2.06.4.1;0;0;0
1646;80151KZL930ZA;COVER CENTER;GUDANG UTAMA BAHAGIA MOTOR;B2.06.4.1;1;0;1
1647;80160K25900;COVER, SEAT LOCK;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;1;0;1
1648;80160K81N00;COVER SEAT LOCK;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;1;0;1
1649;81110H01BLA;LICENSE PLATE HONDA;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;0;2;0
1650;81110H02BLA;LICENSE PLATE COVER 2023;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;248;218;30
1651;81110KYZ900;BRACKET FR NUMBER PLATE;GUDANG UTAMA BAHAGIA MOTOR;A1.03.1.2;4;0;4
1652;81110KZLA00;BRACKET FR NUMBER PLATE;GUDANG UTAMA BAHAGIA MOTOR;A3.03.7.2;0;0;0
1653;81131K0JN00ZC;CVR,INNER RACK (MT GN BL);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1654;81131K16900WRD;COVER INR RACK (WN RD);GUDANG UTAMA BAHAGIA MOTOR;B2.02.3.1;0;0;0
1655;81131K16900ZN;COVER INR RACK(PL ML CR);GUDANG UTAMA BAHAGIA MOTOR;B2.02.3.1;1;0;1
1656;81131K16900ZV;COVER INR RACK(BLK);GUDANG UTAMA BAHAGIA MOTOR;B3.01.4.1;0;0;0
1657;81131K1AN00ZA;COVER,INNER UPPER (BLACK);GUDANG UTAMA BAHAGIA MOTOR;B4.04.2.1;0;0;0
1658;81131K1AN10ZA;COVER,INNER UPPER (BLACK);GUDANG UTAMA BAHAGIA MOTOR;B4.04.2.1;2;0;2
1659;81131K1ZJ10ZC;COVER,INNER (BLK);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1660;81131K25900ZB;COVER INNER UPPER;GUDANG UTAMA BAHAGIA MOTOR;B2.04.3.1;2;0;2
1661;81131K2FN00;POCKET, R INNER;GUDANG UTAMA BAHAGIA MOTOR;A3.01.1.4;0;0;0
1662;81131K46N00ZA;COVER INNER UPPER;GUDANG UTAMA BAHAGIA MOTOR;B2.06.5.1;1;0;1
1663;81131K59A10ZF;COVER RACK (MT GN BL);GUDANG UTAMA BAHAGIA MOTOR;B4.04.1.2;0;0;0
1664;81131K59A10ZG;COVER RACK (PL FD WH);GUDANG UTAMA BAHAGIA MOTOR;B2.02.3.1;0;0;0
1665;81131K59A10ZH;COVER RACK (AF BK MT);GUDANG UTAMA BAHAGIA MOTOR;B4.04.1.2;0;0;0
1666;81131K59A10ZJ;COVER RACK (BLK);GUDANG UTAMA BAHAGIA MOTOR;B4.04.1.2;0;0;0
1667;81131K59A70YA;COVER, RACK (BLACK);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1668;81131K59A70ZR;COVER, RACK (AF BL ME);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1669;81131K81N00ZA;COVER INNER UPPERT BACK;GUDANG UTAMA BAHAGIA MOTOR;C2.04.1.1;0;0;0
1670;81131K93N00;POCKET R INNER;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1671;81131KVBN50SBM;COVER INR UP(SP BL MT);GUDANG UTAMA BAHAGIA MOTOR;B2.06.5.1;1;0;1
1672;81131KVY900;COVER INNER UPPER;GUDANG UTAMA BAHAGIA MOTOR;B2.04.5.1;0;0;0
1673;81131KYT900PFW;COVER INR RACK(PL FD WH);GUDANG UTAMA BAHAGIA MOTOR;B2.02.3.1;1;0;1
1674;81131KYT900PMP;COVER INR RACK(PR MS PK);GUDANG UTAMA BAHAGIA MOTOR;B2.02.3.1;2;0;2
1675;81131KZLA00ZA;COVER INNER UPPER;GUDANG UTAMA BAHAGIA MOTOR;B2.04.5.1;2;0;2
1676;81132GAH000;81132GAH000YV;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1677;81132GAH000YV;HOOK LUGGAGE;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1678;81132K2FN00;POCKET, L INNER;GUDANG UTAMA BAHAGIA MOTOR;A3.01.1.3;1;0;1
1679;81132K41N00;HOOK, LUGGAGE;GUDANG UTAMA BAHAGIA MOTOR;A3.03.7.1;1;0;1
1680;81133KZLA00;COVER COMBINATION SWITCH;GUDANG UTAMA BAHAGIA MOTOR;A3.03.7.1;1;0;1
1681;81134K0JN00ZD;CVR,INNER UPPER (BLK);GUDANG UTAMA BAHAGIA MOTOR;B2.06.5.1;1;0;1
1682;81134K16900YF;COVER INR UPPER (BLK);GUDANG UTAMA BAHAGIA MOTOR;B4.04.4.3;0;0;0
1683;81134K16900YG;CVR INNER UPPER(RO WH);GUDANG UTAMA BAHAGIA MOTOR;A2.04.6.2;0;0;0
1684;81134K16900YH;CVR INNER UPPER(VO SL MT);GUDANG UTAMA BAHAGIA MOTOR;B4.04.4.3;1;0;1
1685;81134K93N00ZL;COVER INR UPPER CUSH (BLK);GUDANG UTAMA BAHAGIA MOTOR;B2.06.5.1;1;0;1
1686;8113AKVB930;COVER ASSY INNER;GUDANG UTAMA BAHAGIA MOTOR;B1.01.1.4;2;0;2
1687;8113BK61900;COVER,INNER ASSY;GUDANG UTAMA BAHAGIA MOTOR;C2.08.2.1;4;0;4
1688;81141K0JN00ZA;COVER,INNER (CA BR);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1689;81141K0JN00ZB;81141K0JN00ZC;GUDANG UTAMA BAHAGIA MOTOR;B4.04.2.1;0;0;0
1690;81141K0JN00ZC;COVER,INNER (BLK);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1691;81141K16A20FMB;COVER INNER (BLK);GUDANG UTAMA BAHAGIA MOTOR;B1.03.1.1;0;0;0
