No;Kode Part;Desc Part;Gudang Part;Lokasi Part;ONHAND;BOOKING;AVS
1907;91071KPH901;BEARING NEEDLE 21X25X18;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.3;0;0;0
1908;91071KSP901;BRG.NEEDLE 20X26X20;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.3;2;0;2
1909;91109KVY901;BRG NEEDLE 20X29X18;GUDANG UTAMA BAHAGIA MOTOR;A2.01.6.3;39;0;39
1910;91201434003;OIL SEAL 14X20X3.2;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.1;12;0;12
1911;91201K44V01;OIL SEAL,20.8X30.5X6;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.1;1;0;1
1912;91202GK4722;OIL SEAL, 18.9X30X5;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.1;10;0;10
1913;91202K0JN01;OIL SEAL 19.5X31.5X6;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.1;1;0;1
1914;91202K50T01;OIL SEAL 20.8X52X6X7.5;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.1;4;0;4
1915;91202KJ9003;OIL SEAL 20X32X6;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.1;9;0;9
1916;91202KSP911;OIL SEAL,12X18X4;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.1;5;0;5
1917;91202KVB901;OIL SEAL 20.8X52X7.5;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.1;3;0;3
1918;91202KWN901;OIL SEAL,26X45X6;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.1;0;0;0
1919;91203K35J01;OIL SEAL 20X32X6;GUDANG UTAMA BAHAGIA MOTOR;A1.03.1.2;1;0;1
1920;91204K50T01;OIL SEAL 29X44X7(NOK);GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.1;0;0;0
1921;91204K59A11;OIL SEAL, 34X52X7;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.1;5;0;5
1922;91204KSP911;OIL SEAL,16X28X7;GUDANG UTAMA BAHAGIA MOTOR;A3.01.3.2;1;0;1
1923;91211GFC771;OIL SEAL 34X39X3;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.1;4;0;4
1924;91211GK8013;OIL SEAL 34X39X3;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.1;13;0;13
1925;91211K44V01;SEAL DRIVEN FACE 34X41X4;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.1;18;0;18
1926;91211K81N01;SEAL DRIVEN FACE;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.1;8;0;8
1927;91211KN7671;SEAL DRIVEN FACE 34X41X4;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;3;0;3
1928;91212K44V01;OIL SEAL, 16X26X6;GUDANG UTAMA BAHAGIA MOTOR;B4.04.2.1;2;0;2
1929;91251KZR601;DUST SEAL, 21X32X5;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.1;14;0;14
1930;91255KVB902;OIL SEAL 29X44X7;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.1;2;0;2
1931;91255KVB90Z;OIL SEAL 29X44X7;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.1;3;0;3
1932;91262KV3831;DUST SEAL,17X24X5;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.1;2;0;2
1933;91351642000;O-RING PINION CAP;GUDANG UTAMA BAHAGIA MOTOR;A2.04.4.4;0;0;0
1934;91351GR1000;O-RING 38.5X2;GUDANG UTAMA BAHAGIA MOTOR;A2.04.4.4;2;0;2
1935;91372KPH900;O-RING, TAPP ADJ;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;4;0;4
1936;91384KVB900;O-RING 38.8X1.9;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.1;2;0;2
1937;91600K84A00;REAR RACK;GUDANG UTAMA BAHAGIA MOTOR;D4.1.1.1;0;0;0
1938;91700K84A00;BAR PAD;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;0;0;0
1939;92501080080A;BOLT.HEX,CAP 8X8;GUDANG UTAMA BAHAGIA MOTOR;A3.03.7.1;1;0;1
1940;9410912000;WASHER, DRAIN PLUG, 12MM;GUDANG UTAMA BAHAGIA MOTOR;A1.02.2.3;8;0;8
1941;9501471402;SPRING D MAIN STAND;GUDANG UTAMA BAHAGIA MOTOR;A2.04.4.4;0;0;0
1942;9501472102;SPRING A SIDE STAND;GUDANG UTAMA BAHAGIA MOTOR;A2.04.4.3;1;0;1
1943;9805655723;SPARK PLUG U16FSU (DS);GUDANG UTAMA BAHAGIA MOTOR;A3.01.3.1;0;0;0
1944;9805656723;SPARK PLUG U20FSU(DS);GUDANG UTAMA BAHAGIA MOTOR;A3.01.3.1;0;0;0
1945;9805657723;SPARK PLUG U22FSU (DS);GUDANG UTAMA BAHAGIA MOTOR;A3.01.3.1;0;0;0
1946;9805957916;SPARK PLUG CR7EH9 (NGK);GUDANG UTAMA BAHAGIA MOTOR;A3.01.3.1;4;0;4
1947;9805957927;SPARK PLUG U22FER9 (DS);GUDANG UTAMA BAHAGIA MOTOR;A3.01.3.1;0;0;0
1948;9805958826;SPARK PLUG U24ESR-N (DS);GUDANG UTAMA BAHAGIA MOTOR;A3.01.3.1;0;0;0
1949;9806786871;SPARK PLUG U20EPR9 (DS);GUDANG UTAMA BAHAGIA MOTOR;A3.01.3.1;0;0;0
1950;9806786881;SPARK PLUG CPR6EA9 (NGK);GUDANG UTAMA BAHAGIA MOTOR;A3.01.3.1;1;0;1
1951;9820030750;BLADE FUSE (7.5A);GUDANG UTAMA BAHAGIA MOTOR;A2.01.2.3;0;0;0
1952;9820040500;FUSE, MINI(5A);GUDANG UTAMA BAHAGIA MOTOR;A2.01.2.3;0;0;0
1953;9820041500;FUSE F (15A);GUDANG UTAMA BAHAGIA MOTOR;A2.01.2.3;0;0;0
1954;9820041501;9820041500;GUDANG UTAMA BAHAGIA MOTOR;A2.04.4.4;4;0;4
1955;9820042000;FUSE F20A (MINI);GUDANG UTAMA BAHAGIA MOTOR;A2.01.2.3;0;0;0
1956;9820042500;FUSE, MINI(25A);GUDANG UTAMA BAHAGIA MOTOR;A2.01.2.3;0;0;0
1957;ACG10GR;AHM CVT GREASE 10 GR;GUDANG UTAMA BAHAGIA MOTOR;A2.02.5.4;22;0;22
1958;ACL70ML;AHM CHAIN LUBE 70 ML;GUDANG UTAMA BAHAGIA MOTOR;B4.04.4.1;7;0;7
1959;AHB6201RS;BEARING BALL (SET);GUDANG UTAMA BAHAGIA MOTOR;A2.02.5.3;5;0;5
1960;AHB6301;BEARING BALL (SET);GUDANG UTAMA BAHAGIA MOTOR;A2.03.6.6;0;0;0
1961;AHB6301RS;BEARING BALL (SET);GUDANG UTAMA BAHAGIA MOTOR;A2.01.6.1;5;0;5
1962;AHB6302RS;BEARING BALL (SET);GUDANG UTAMA BAHAGIA MOTOR;A2.03.5.5;1;0;1
1963;AHGK0010014;HONDA LEATHER KEYCHAIN;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;1;0;1
1964;AHGK0010015;HONDA TOTE BAG SAGE;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1965;AHGK0010016;HONDA TOTE BAG BEIGE;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;1;0;1
1966;AHGL0201012;ELEGANT HONDA GLOVE (XL);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1967;AHJK0201018;HONDA RIDING JACKET (L);GUDANG UTAMA BAHAGIA MOTOR;D4.1.1.1;1;0;1
1968;AHJK0201019;FAB BOMBER JACKET (L);GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;1;0;1
1969;AHJK0201028;HONDA HOODIE JACKET SG L;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;1;0;1
1970;AHJK0301020;CAMO TOURING JACKET (XL);GUDANG UTAMA BAHAGIA MOTOR;D1.01.1.1;0;0;0
1971;AHJK0301020;CAMO TOURING JACKET (XL);SHOWROOM BAHAGIA MOTOR;D1.1.1.1;0;0;0
1972;AHJK0301023;ELEGANT LEATHER JACKET XL;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;2;0;2
1973;AHJK0301033;2IN1 SPORTY JACKET XL;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;9;0;9
1974;AHJP0101002;VARIO 125 JUMPER BLACK-L;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;1;0;1
1975;AHK00101014;HRC22 BLACK SHIRT (M);GUDANG UTAMA BAHAGIA MOTOR;D4.1.1.1;0;0;0
1976;AHK00201011;HRC SHIRT NAVY BLUE - M;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;0;0;0
1977;AHK00301010;HRC SHIRT WHITE - L;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;1;0;1
1978;AHK00301014;HRC22 BLACK SHIRT (XL);GUDANG UTAMA BAHAGIA MOTOR;D4.1.1.1;0;0;0
1979;AHK00401010;HRC SHIRT WHITE - XL;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;1;0;1
1980;AHK00401013;HONDA CLSC DNM SHIRT (XXL);GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1981;AHPS0001008;VARIO POLO SHIRT MAN - M;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;1;0;1
1982;AHPS0005012;HONDA POLO SHIRT SAGE S;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;1;0;1
1983;AHPS0105012;HONDA POLO SHIRT SAGE M;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;4;0;4
1984;AHPS0205012;HONDA POLO SHIRT SAGE L;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;3;0;3
1985;AHPS0206012;HONDA POLO SHIRT BEIGE L;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;1;0;1
1986;AHPS0305012;HONDA POLO SHIRT SAGE XL;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;2;0;2
1987;AHPS0306012;HONDA POLO SHIRT BEIGE XL;GUDANG UTAMA BAHAGIA MOTOR;D4.1.1.1;1;0;1
1988;AHPS0405012;HONDA POLO SHIRT SAGE XXL;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;1;0;1
1989;AHPT0001004;HONDA ARM COVER (M);GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;1;0;1
1990;AHPT0001004;HONDA ARM COVER (M);SHOWROOM BAHAGIA MOTOR;B4.1.1.1;0;0;0
1991;AHTA0001009;HONDA BLACK WAIST BAG;GUDANG UTAMA BAHAGIA MOTOR;D4.1.1.1;0;0;0
1992;AHTP0003016;HRC23 NAVY CAP;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1993;AHTS0101038;FAB CRACK T-SHIRT (M);GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;0;0;0
1994;AHTS0101047;HRC22 BLACK T-SHIRT (M);GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;0;0;0
1995;AHTS0101048;HRC23 ELGNT NAVY TSHIRT M;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
1996;AHTS0101050;HRC23 SPRTY NAVY TSHIRT M;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;0;0;0
1997;AHTS0201037;HONDA BASE LAYER (L);GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;1;0;1
1998;AHTS0201038;FAB CRACK T-SHIRT (L);GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;1;0;1
1999;AHTS0201047;HRC22 BLACK T-SHIRT (L);GUDANG UTAMA BAHAGIA MOTOR;D4.1.1.1;0;0;0
2000;AHTS0201048;HRC23 ELGNT NAVY TSHIRT L;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;2;1;1
2001;AHTS0201050;HRC23 SPRTY NAVY TSHIRT L;GUDANG UTAMA BAHAGIA MOTOR;D1.01.1.1;0;0;0
2002;AHTS0201053;STREET NEON T-SHIRT L;GUDANG UTAMA BAHAGIA MOTOR;C1.1.1.1;0;0;0
2003;AHTS0301038;FAB CRACK T-SHIRT (XL);GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;0;0;0
2004;AHTS0301039;FAB NAVY T-SHIRT (XL);GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;1;0;1
2005;AHTS0301046;HONDA GOLD BLACK TSHIRT XL;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;1;0;1
2006;AHTS0301046;HONDA GOLD BLACK TSHIRT XL;SHOWROOM BAHAGIA MOTOR;B4.1.1.1;0;0;0
2007;AHTS0301047;HRC22 BLACK T-SHIRT (XL);GUDANG UTAMA BAHAGIA MOTOR;D4.1.1.1;1;0;1
2008;AHTS0301048;HRC23 ELGNT NAVY TSHIRT XL;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
2009;AHTS0301050;HRC23 SPRTY NAVY TSHIRT XL;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;1;0;1
2010;AHTS0301052;HONDA OVRSZD TSHIRT BG XL;GUDANG UTAMA BAHAGIA MOTOR;D1.1.1.1;1;1;0
2011;AHTS0301053;STREET NEON T-SHIRT XL;GUDANG UTAMA BAHAGIA MOTOR;C1.1.1.1;0;0;0
2012;AHTS0401048;HRC23 ELGNT NAVY TSHIRT XXL;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
2013;AHTS0401050;HRC23 SPRTY NAVY TSHIRT XXL;GUDANG UTAMA BAHAGIA MOTOR;C1.1.1.1;0;0;0
2014;ALF6201RS;BEARING BALL (SET);GUDANG UTAMA BAHAGIA MOTOR;A2.02.5.3;6;0;6
2015;ALF6301RS;BEARING BALL (SET);GUDANG UTAMA BAHAGIA MOTOR;A2.01.6.1;13;0;13
2016;CC200ML;CARBON CLEANER 200ML;GUDANG UTAMA BAHAGIA MOTOR;A1.01.3.1;6;0;6
2017;HB6201;BEARING,BALL;GUDANG UTAMA BAHAGIA MOTOR;A2.02.5.3;0;0;0
2018;HB6201RS;BEARING, BALL;GUDANG UTAMA BAHAGIA MOTOR;A2.02.2.2;0;0;0
2019;HB6201RS;BEARING, BALL;SHOWROOM BAHAGIA MOTOR;A2.02.2.4;0;0;0
2020;HB6203RS;BEARING,BALL;GUDANG UTAMA BAHAGIA MOTOR;A2.01.6.2;0;0;0
2021;HB6204;BEARING,BALL;GUDANG UTAMA BAHAGIA MOTOR;A2.02.6.2;3;0;3
2022;HB6302RS;BEARING,BALL;GUDANG UTAMA BAHAGIA MOTOR;A2.03.5.5;9;0;9
2023;HB6304;BEARING,BALL;GUDANG UTAMA BAHAGIA MOTOR;A2.01.6.4;13;0;13
2024;HBF50ML;BRAKE,FLUID;GUDANG UTAMA BAHAGIA MOTOR;A2.02.7.4;16;0;16
2025;HIC60ML;HONDA INJECTOR CLEANER;GUDANG UTAMA BAHAGIA MOTOR;D1.04.1.1;6;0;6
2026;HPC480ML;HONDA PARTS CLEANER;GUDANG UTAMA BAHAGIA MOTOR;B4.02.4.2;4;8;0
2027;LF6201;BEARING RADIAL BALL 6201;GUDANG UTAMA BAHAGIA MOTOR;A2.02.4.3;0;0;0
2028;LF6203RS;BRG BALL RADIAL 6203U L;GUDANG UTAMA BAHAGIA MOTOR;A2.02.5.3;3;0;3
2029;LF6302RS;BEARING RADIAL BALL 6302U;GUDANG UTAMA BAHAGIA MOTOR;A2.02.6.2;0;0;0
2030;MCSMPK0J00;SPEDOMTR PRTECTOR GENIO;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;2;0;2
2031;MCSMPK0W000;SCREEN PROTECTOR ADV 160;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;1;0;1
2032;MCSMPK1ASP0;SPEDOMTR PRTECTOR BEAT SP;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
2033;MCSMPK1AST0;SPEDOMTR PRTECTOR BEAT ST;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
2034;MCSMPK1Z000;SCREEN PROTECTOR PCX 160;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
2035;MCSMPK2F000;SPEDOMTR PRTECTOR SCOOPY;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;0;0;0
2036;MCSMPK2S000;SPEDOMTR PRTECTOR VARIO;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;2;0;2
2037;OSC70ML;OIL SYSTEM CLEANER 70ML;GUDANG UTAMA BAHAGIA MOTOR;B4.1.1.1;16;0;16
2038;SS8175ML;OIL SHOCK;GUDANG UTAMA BAHAGIA MOTOR;A2.02.7.1;39;0;39
2039;TBC500ML;THROTTLE BODY CLEANER 500ML;GUDANG UTAMA BAHAGIA MOTOR;A1.01.3.1;10;0;10
